,Sample_ID,missing_loci_2
0,ucin001,0.15441176470588236
1,ucin002,0.13786764705882354
2,ucin003,0.1875
3,ucin004conc,0.0625
4,ucin005,0.015931372549019607
5,ucin006conc,0.01838235294117647
6,ucin007,0.034926470588235295
7,ucin008,0.018995098039215685
8,ucin009z,0.0428921568627451
9,ucin010REz,0.30330882352941174
10,ucin011REz,0.09497549019607843
11,ucin012RE,0.017769607843137254
12,ucin013re,0.015318627450980392
13,ucin016,0.042279411764705885
14,ucin017,0.03125
15,ucin018z,0.034926470588235295
16,ucin020,0.26286764705882354
17,ucin021,0.1017156862745098
18,ucin022,0.17892156862745098
19,ucin023,0.21446078431372548
20,ucin024replicate,0.13909313725490197
21,ucin026,0.14215686274509803
22,ucin028,0.24632352941176472
23,ucin029,0.3627450980392157
24,ucin030,0.08700980392156862
25,ucin031,0.08762254901960784
26,ucin032,0.0428921568627451
27,ucin033,0.026348039215686275
28,ucin034,0.028799019607843136
29,ucin035,0.04718137254901961
30,ucin036conc,0.3082107843137255
31,ucin037,0.4797794117647059
32,ucin038conc,0.3480392156862745
33,ucin039conc,0.03553921568627451
34,ucin040,0.012867647058823529
35,ucin041,0.21752450980392157
36,ucin042conc,0.2959558823529412
37,ucin043,0.1170343137254902
38,ucin044conc,0.03615196078431373
39,ucin045,0.2506127450980392
40,ucin046z,0.10661764705882353
41,ucin047conc,0.05759803921568627
42,ucin048z,0.3321078431372549
43,ucin049z,0.051470588235294115
44,ucin052z,0.07659313725490197
45,ucin053conc,0.03002450980392157
46,ucin054,0.061274509803921566
47,ucin055,0.5012254901960784
48,ucin056conc,0.11948529411764706
49,ucin057z,0.20649509803921567
50,ucin058z,0.05514705882352941
51,ucin059,0.032475490196078434
52,ucin060z,0.26348039215686275
53,ucin061z,0.18443627450980393
54,ucin062z,0.1642156862745098
55,ucin063RE,0.056372549019607844
56,ucin065,0.032475490196078434
57,ucin068B,0.20588235294117646
58,ucin074,0.24877450980392157
59,ucin075,0.2696078431372549
60,ucin076z,0.27512254901960786
61,ucin077z,0.14705882352941177
62,ucin078z,0.015931372549019607
63,ucin079z,0.052083333333333336
64,ucin080z,0.3866421568627451
65,ucin081,0.25
66,ucin083,0.3118872549019608
67,ucin089,0.16237745098039216
68,ucin090,0.2267156862745098
69,ucin091,0.07107843137254902
70,ucin093,0.0661764705882353
71,ucin094,0.14399509803921567
72,ucin095,0.014093137254901961
73,ucin096,0.016544117647058824
74,ucin097,0.018995098039215685
75,ucin098,0.015318627450980392
76,ucin099,0.0784313725490196
77,ucin100,0.017769607843137254
78,ucin101,0.11887254901960784
79,ucin102,0.03002450980392157
80,ucin103,0.1881127450980392
81,ucin104,0.02267156862745098
82,ucin105,0.026348039215686275
83,ucin106,0.028799019607843136
84,ucin107,0.17279411764705882
85,ucin108,0.30269607843137253
86,ucin109,0.2512254901960784
87,ucin110,0.17034313725490197
88,ucin111,0.20465686274509803
89,ucin112,0.2665441176470588
90,ucin113,0.06433823529411764
91,ucin115re,0.08639705882352941
92,ucin116conc,0.17463235294117646
93,ucin117conc,0.16482843137254902
94,ucin118conc,0.03860294117647059
95,ucin119re,0.0784313725490196
96,ucin120conc,0.16666666666666666
97,ucin121conc,0.12928921568627452
98,ucin123z,0.0508578431372549
99,ucin125,0.32046568627450983
100,ucin126,0.19852941176470587
101,ucin127,0.29901960784313725
102,ucin128,0.2181372549019608
103,ucin129z,0.08149509803921569
104,ucin130z,0.19607843137254902
105,ucin131z,0.33700980392156865
106,ucin132,0.34558823529411764
107,ucin133,0.3792892156862745
108,ucin134z,0.4987745098039216
109,ucin137,0.10049019607843138
110,ucin138,0.29901960784313725
111,ucin139,0.3449754901960784
112,ucin140,0.19791666666666666
113,ucin141,0.11151960784313726
114,ucin142,0.16544117647058823
115,ucin143,0.46262254901960786
116,ucin144,0.4693627450980392
117,ucin145,0.024509803921568627
118,ucin146,0.02267156862745098
119,ucin147z,0.3327205882352941
120,ucin148,0.022058823529411766
121,ucin149,0.03553921568627451
122,ucin150z,0.1868872549019608
123,ucin151,0.10661764705882353
124,ucin152,0.16666666666666666
125,ucin153conc,0.41911764705882354
126,ucin156re,0.2769607843137255
127,ucin157conc,0.4252450980392157
128,ucin159conc,0.3425245098039216
129,ucin160re,0.40441176470588236
130,ucin161conc,0.2702205882352941
131,ucin162conc,0.12745098039215685
132,ucin166z,0.44424019607843135
133,ucin167conc,0.13174019607843138
134,ucin168,0.23100490196078433
135,ucin169z,0.4227941176470588
136,ucin170conc,0.1488970588235294
137,ucin178,0.40318627450980393
138,ucin179REz,0.4644607843137255
139,ucin181conc,0.47549019607843135
140,ucin205,0.01715686274509804
141,ucin206,0.018995098039215685
142,ucin207,0.017769607843137254
143,ucin208,0.16727941176470587
144,ucin209,0.07169117647058823
145,ucin210RE,0.1090686274509804
146,ucin211RE,0.007965686274509803
147,ucin212RE,0.025735294117647058
148,ucin214z,0.42953431372549017
149,ucin215,0.48161764705882354
150,ucin217,0.08762254901960784
151,ucin218,0.21752450980392157
152,ucin219,0.38419117647058826
153,ucin220,0.44607843137254904
154,ucin221,0.35355392156862747
155,ucin222,0.3602941176470588
156,ucin225,0.3756127450980392
157,ucin226,0.4699754901960784
158,ucin227conc,0.19791666666666666
159,ucin228z,0.10784313725490197
160,ucin229,0.34191176470588236
161,ucin230,0.1323529411764706
162,ucin231,0.10845588235294118
163,ucin232,0.06004901960784314
164,ucin233,0.29105392156862747
165,ucin234,0.03125
166,ucin235z,0.08823529411764706
167,ucin236replicate,0.0508578431372549
168,ucin237,0.023284313725490197
169,ucin238,0.15441176470588236
170,ucin239,0.015318627450980392
171,ucin240,0.016544117647058824
172,ucin241,0.061274509803921566
173,ucin242,0.4681372549019608
174,ucin243,0.04534313725490196
175,ucin244,0.16176470588235295
176,ucin245,0.07352941176470588
177,ucin246z,0.3596813725490196
178,ucin249,0.04963235294117647
179,ucin251,0.03553921568627451
180,ucin252z,0.20833333333333334
181,ucin253,0.4013480392156863
182,ucin256,0.39338235294117646
183,ucin257,0.14583333333333334
184,ucin258,0.29901960784313725
185,ucin259,0.21875
186,ucin260reconc,0.20588235294117646
187,ucin261,0.3321078431372549
188,ucin262reconc,0.10845588235294118
189,ucin263,0.36764705882352944
190,ucin264,0.27205882352941174
191,ucin265conc,0.10845588235294118
192,ucin266reconc,0.11948529411764706
193,ucin267,0.026348039215686275
194,ucin268,0.02696078431372549
195,ucin269,0.028799019607843136
196,ucin270,0.18198529411764705
197,ucin271REz,0.43075980392156865
198,ucin273,0.11274509803921569
199,ucin274re,0.32536764705882354
200,ucin275,0.15441176470588236
201,ucin276z,0.2708333333333333
202,ucin277z,0.45098039215686275
203,ucin278z,0.31433823529411764
204,ucin279concreplicate,0.013480392156862746
205,ucin300,0.1954656862745098
206,ucin301,0.1403186274509804
207,ucin302,0.33517156862745096
208,ucin303,0.4325980392156863
209,ucin305,0.4111519607843137
210,ucin306,0.1096813725490196
211,ucin307,0.3082107843137255
212,ucin309,0.16053921568627452
213,ucin310conc,0.23590686274509803
214,ucin313,0.027573529411764705
215,ucin314z,0.12990196078431374
216,ucin315,0.0625
217,ucin316,0.03308823529411765
218,ucin317z,0.1795343137254902
219,ucin318,0.08394607843137254
220,ucin320z,0.125
221,ucin321,0.06862745098039216
222,ucin322,0.47058823529411764
223,ucin323,0.32965686274509803
224,ucin324z,0.0196078431372549
225,ucin326conc,0.3174019607843137
226,ucin327re,0.30575980392156865
227,ucin328,0.28860294117647056
228,ucin329,0.22549019607843138
229,ucin332,0.2922794117647059
230,ucin334re,0.06372549019607843
231,ucin335z,0.028186274509803922
232,ucin336,0.31495098039215685
233,ucin337,0.14276960784313725
234,ucin338,0.23651960784313725
235,ucin339,0.36580882352941174
236,ucin341conc,0.2971813725490196
237,ucin343conc,0.03799019607843137
238,ucin344,0.015318627450980392
239,ucin345re,0.024509803921568627
240,ucin346,0.014705882352941176
241,ucin347conc,0.0784313725490196
242,ucin348,0.17524509803921567
243,ucin350,0.044730392156862746
244,ucin351re,0.011642156862745098
245,ucin352z,0.26715686274509803
246,ucin355,0.08026960784313726
247,ucin358conc,0.40441176470588236
248,ucin359,0.2346813725490196
249,ucin361,0.15012254901960784
250,ucin363,0.21997549019607843
251,ucin364conc,0.12683823529411764
252,ucin365,0.24816176470588236
253,ucin379,0.03125
254,ucin380conc,0.1053921568627451
255,ucin381,0.2849264705882353
256,ucin383,0.018995098039215685
257,ucin385,0.10723039215686274
258,ucin386,0.026348039215686275
259,ucin399,0.02144607843137255
260,ucin400,0.03002450980392157
261,ucin401,0.03125
262,ucin402,0.38419117647058826
263,ucin404,0.0196078431372549
264,ucin405,0.032475490196078434
265,ucin406RE,0.03615196078431373
266,ucin407RE,0.08149509803921569
267,ucin408re,0.014705882352941176
268,ucin409,0.058823529411764705
269,ucin412,0.0857843137254902
270,ucin413replicate,0.044730392156862746
271,ucin414,0.4877450980392157
272,ucin416,0.21200980392156862
273,ucin419conc,0.11764705882352941
274,ucin420,0.39644607843137253
275,ucin421z,0.35232843137254904
276,ucin423z,0.21629901960784315
277,ucin424,0.24816176470588236
278,ucin425,0.22426470588235295
279,ucin426,0.34987745098039214
280,ucin427RE,0.19362745098039216
281,ucin428z,0.1323529411764706
282,ucin430z,0.22242647058823528
283,ucin432z,0.18259803921568626
284,ucin433,0.19362745098039216
285,ucin434,0.29534313725490197
286,ucin435,0.034926470588235295
287,ucin436,0.16727941176470587
288,ucin437,0.14950980392156862
